"Source","Target","Type","Id","Label","timeset","Weight"
23,50,"Directed",912,"Parish Land areaDeparture flight punctuality rate","",1
23,52,"Directed",913,"Parish Land areaApplications for trademark registration","",1
23,58,"Directed",914,"Parish Land areaThe first set of the latest ""Gazette""","",1
23,61,"Directed",915,"Parish Land areaThe overall unemployment rate","",1
23,62,"Directed",916,"Parish Land areaPersonnel Licensing Overview","",1
23,68,"Directed",917,"Parish Land areaVisitors per capita consumption","",1
23,72,"Directed",918,"Parish Land areaThe hotel offers rooms and apartments","",1
23,74,"Directed",919,"Parish Land areaThe average duration of the exhibition event / exhibition","",1
23,76,"Directed",920,"Parish Land areaGross Domestic Product (expenditure) - current prices","",1
23,77,"Directed",921,"Parish Land areaThe average daily wage of construction workers","",1
23,79,"Directed",922,"Parish Land areaThe second set of the latest ""Gazette""","",1
23,80,"Directed",923,"Parish Land areaOvernight visitors per capita consumption","",1
23,81,"Directed",924,"Parish Land areaGolden Week statistics - Travelers","",1
23,83,"Directed",925,"Parish Land areaThe average occupancy rate of hotels and guest-houses","",1
23,84,"Directed",926,"Parish Land areaThe average salary of full-time employees gambling","",1
23,86,"Directed",927,"Parish Land areaOffenses on aircraft","",1
23,88,"Directed",928,"Parish Land areaThe total length of road traffic","",1
23,89,"Directed",929,"Parish Land areaOvernight visitors","",1
23,90,"Directed",930,"Parish Land areaBanking full-time employees","",1
23,92,"Directed",931,"Parish Land areaPer capita GDP","",1
23,93,"Directed",932,"Parish Land areaTotal import and export between China and Portuguese-speaking countries","",1
23,94,"Directed",933,"Parish Land areaThe average length of stay of guests","",1
23,95,"Directed",934,"Parish Land areaCPI - inflation","",1
23,97,"Directed",935,"Parish Land areaTotal visitor spending","",1
23,101,"Directed",936,"Parish Land areaPublic interest groups fitness data","",1
23,102,"Directed",937,"Parish Land areaLand area","",1
23,107,"Directed",938,"Parish Land areaUse License issued residential units","",1
23,108,"Directed",939,"Parish Land areaDay visitors per capita consumption","",1
23,111,"Directed",940,"Parish Land areaRetail sales","",1
23,114,"Directed",941,"Parish Land areaStatistics of external merchandise trade - exports","",1
23,117,"Directed",942,"Parish Land areaThe total length of roads","",1
23,127,"Directed",943,"Parish Land areaExternal merchandise trade statistics - imports","",1
23,128,"Directed",944,"Parish Land areaThe average salary of full-time employees Banking","",1
23,129,"Directed",945,"Parish Land areaExhibition activity participants / spectators","",1
23,133,"Directed",946,"Parish Land areaCEPA exports of goods","",1
23,134,"Directed",947,"Parish Land areaDay visitors","",1
23,143,"Directed",948,"Parish Land areaGaming full-time employees","",1
23,147,"Directed",949,"Parish Land areaThe unemployment rate of local residents","",1
