dataset_name_en,url,Summary,Open conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en
"The second set of the latest ""Gazette""",https://data.gov.mo/Detail?id=f0838ff8-00fe-4f6c-b485-e5750e3b5005,"With the most recent ""Macao Special Administrative Region,"" the second group of directory information and links within the text.",Completely open,Administrative and Legal Affairs,XML,Printing Department,2857 3822,info@io.gov.mo,As needed,https://api.data.gov.mo/document/download/f0838ff8-00fe-4f6c-b485-e5750e3b5005?token=Usgb3e0cknTSJf73u4qnWKXxfjWSH4Ed0&isNeedFile=0&lang=TC,"['title', 'link', 'description', 'author', 'pubDate', 'serie', 'BoYear', 'bo', 'sup']","['nvarchar', 'text', 'nvarchar', 'text', 'datetime', 'int', 'int', 'int', 'int']","['255', '-', '1000', '-', '10', '1', '4', '2', '1']","['標題', '內文連結', '摘要', '出版者', '出版日期', '組別', '年份', '期數', '副刊']","['标题', '内文连结', '摘要', '出版者', '出版日期', '组别', '年份', '期数', '副刊']","['title', 'link', 'description', 'author', 'date of publication', 'serie', 'Year', 'BO', 'supplement']","['Título', 'hiperligação', 'descrição', 'autor', 'Data de publicação', 'serie', 'Ano de BO', 'BO', 'suplemento']",TRUE,Portuguese,GET,XML,https://io.apigateway.data.gov.mo/iobo2p,Último Boletim Oficial II Série,Authorization,APPCODE 09d43a591fba407fb862412970667de4,Required parameter call api
Overnight visitors per capita consumption,https://data.gov.mo/Detail?id=551464b2-6cf6-43b0-9dfb-5f21cf94a04d,"Overnight passengers to buy their own use or as a per capita consumption of goods and services to send gifts of others, including consumer paid by passengers or others (such as relatives or employers), but does not include gaming, donation, purchase of assets or as expenses resale of goods.",Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/551464b2-6cf6-43b0-9dfb-5f21cf94a04d?token=txBcyEpIKlw8DF4S6eYwtqxx3bNQoAj3P&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '人均消費/澳門元']","['年份', '人均消费/澳门元']","['Year', 'Per-capita spending/MOP']","['Ano', 'Despesa per capita/MOP']",FALSE,,,,,,,,
Golden Week statistics - Travelers,https://data.gov.mo/Detail?id=6676880c-affd-4824-b88d-b6f927519fc7,Golden Week statistics - Travelers,Completely open,Tourism and Gaming,XLS,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,As needed,https://api.data.gov.mo/document/download/6676880c-affd-4824-b88d-b6f927519fc7?token=H7atvb9506IzQo1j0R01LztGqCO1H2KfJ&isNeedFile=0&lang=TC,"['year', 'golden_week_zh', 'golden_week_gb', 'golden_week_en', 'golden_week_pt', 'date', 'visitor_arrivals_zh', 'visitor_arrivals_gb', 'visitor_arrivals_en', 'visitor_arrivals_pt', 'visitor']","['number', 'string', 'string', 'string', 'string', 'date', 'string', 'string', 'string', 'string', 'number']","['4', '*', '*', '*', '*', '*', '*', '*', '*', '*', '7']","['年份', '黃金周繁體中文名稱', '黃金周簡體中文名稱', '黃金周英文名稱', '黃金周葡文名稱', '日子', '入境旅客繁體中文分類', '入境旅客簡體中文分類', '入境旅客英文分類', '入境旅客葡文分類', '旅客人數']","['年份', '黄金周繁体中文名称', '黄金周简体中文名称', '黄金周英文名称', '黄金周葡文名称', '日子', '入境旅客繁体中文分类', '入境旅客简体中文分类', '入境旅客英文分类', '入境旅客葡文分类', '旅客人数']","['Year', 'Golden Week Name in T.Chinese', 'Golden Week Name in S.Chinese', 'Golden Week Name in English', 'Golden Week Name in Portuguese', 'Date', 'Visitor Arrival Type in T.Chinese', 'Visitor Arrival Type in S.Chinese', 'Visitor Arrival Type in English', 'Visitor Arrival Type in Portuguese', 'No. of Visitor']","['Ano', 'Semana dourada em T.chinês', 'Semana dourada em ingles', 'Semana dourada em S.chines', 'Semana dourada em portugues', 'dia', 'Movimento de visitantes em T.chinês', 'Movimento de visitantes em ingles', 'Movimento de visitantes em S.chines', 'Movimento de visitantes em portugues', 'Nº de visitante']",FALSE,,,,,,,,
Statistics for the first time for identity cards Macao SAR,https://data.gov.mo/Detail?id=3e175d48-6e56-41cc-9e79-cea1ceb699f1,For the first time the number of recipients Macao SAR Resident Identity Card,Completely open,Demography,XLSX,Identification Bureau,(853) 28370777,info@dsi.gov.mo,Per year,https://api.data.gov.mo/document/download/3e175d48-6e56-41cc-9e79-cea1ceb699f1?token=jJ6KXdJOhObFT4aRIQIVeZe81Xe1V5AC&isNeedFile=0&lang=TC,"['year', 'number']","['-', '-']","['-', '-']","['年份', '人數']","['年份', '人数']","['year', 'number']","['Ano', 'Número']",FALSE,,,,,,,,
The average occupancy rate of hotels and guest-houses,https://data.gov.mo/Detail?id=8812ecc5-e9ab-4e2f-b971-d3c16e46bd32,The number of room occupancy as a percentage of the total number of rooms.,Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/8812ecc5-e9ab-4e2f-b971-d3c16e46bd32?token=hRblimhK5JwrXEWyDvoPefhO6HcgE6sc&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '平均入住率/%']","['年份', '平均入住率/%']","['Year', 'Average occupancy rate/%']","['Ano', 'Taxa de ocupação média/%']",FALSE,,,,,,,,
The average salary of full-time employees gambling,https://data.gov.mo/Detail?id=dd88c16b-9508-4ff1-9914-14152471aa3b,"The total remuneration gaming full-time employees divided by the number of full-time employees. Including regular pay and overtime pay, paid non-regular basis. Regular and overtime remuneration, including basic salary, regular allowances, bonuses and commissions, overtime pay; non-periodic payments include double pay, year-end prize money, bonuses and back-pay and so on.",Completely open,Obtain employment,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,every half year,https://api.data.gov.mo/document/download/dd88c16b-9508-4ff1-9914-14152471aa3b?token=fN0ykLNn8QqxgoeWn7y8jMJ3pGurarR3s&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '平均薪酬/澳門元']","['年份', '平均薪酬/澳门元']","['Year', 'Average earnings/MOP']","['Ano', 'Remuneração média/MOP']",FALSE,,,,,,,,
The number of civil servants statistics - by age group and sex,https://data.gov.mo/Detail?id=38acc395-b41c-470c-a2fb-8b0272e9ff32,"Annualized quarterly way to provide the number of civil servants in public administration human resources by age group and sex of the Macao Special Administrative Region. It does not include rules and norms by private foundations and public agencies (including the Macao Foundation, the Macao Trade and Investment Promotion Institute, Macau Monetary Authority, the University of Macau, Macao Polytechnic Institute and the Civil Aviation Authority) personnel.",Completely open,Administrative and Legal Affairs,CSV,Chief Civil Service Bureau,（853）88099171,dprtsp@safp.gov.mo,Quarterly,https://api.data.gov.mo/document/download/38acc395-b41c-470c-a2fb-8b0272e9ff32?token=SVFXqAny23HgIgLiYv4F5Z7qKePrfYSj&isNeedFile=0&lang=TC,"['year', 'quarter', 'sex', 'ageRange', 'total']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年份', '季度', '性別', '年齡組別', '加總人數']","['年份', '季度', '性别', '年龄组别', '加总人数']","['year', 'quarter', 'sex', 'age range', 'total']","['Ano', 'Trimestre', 'Sexo', 'Grupo etário', 'Total']",FALSE,,,,,,,,
Offenses on aircraft,https://data.gov.mo/Detail?id=08af9b02-8623-45f8-b249-e3a8e6d6baba,Provide data on this offense Qantas aircraft by year,Completely open,Public transit,XLSX,Civil Aviation Authority,(853) 28511213,aacm@aacm.gov.mo,Per year,https://api.data.gov.mo/document/download/08af9b02-8623-45f8-b249-e3a8e6d6baba?token=QNt5mLVweS97tAVf0YzKrB8OoryShdma5&isNeedFile=0&lang=TC,"['period', 'prohibitionsTc', 'prohibitionsPt', 'prohibitionsEn', 'caseQty']","['string', 'string', 'string', 'string', 'number']","['30', '100', '100', '100', '20']","['年份', '違法行為中文說明', '違法行為葡文說明', '違法行為英文說明', '違法行為宗數']","['年份', '违法行为中文说明', '违法行为葡文说明', '违法行为英文说明', '违法行为宗数']","['Year', 'Chinese description on Infractions', 'Portuguese description on Infractions', 'English description on Infractions', 'Number of Infractions']","['Ano', 'Descrição chinesa em infrações', 'Descrição em português sobre infrações', 'Descrição em inglês sobre infrações', 'Número de infrações']",FALSE,,,,,,,,
Provident fund system - contributors - contributions divided by time,https://data.gov.mo/Detail?id=38ae6064-be91-4d33-826d-0252746d9b0a,Under the retirement fund system time count the number of the year in the contributors,Completely open,Administrative and Legal Affairs,CSV,Pension Fund,2835 6556,fp@fp.gov.mo,Per year,https://api.data.gov.mo/document/download/38ae6064-be91-4d33-826d-0252746d9b0a?token=qllzUg7VA6RCij9hvcGTsla3kinUAjky0&isNeedFile=0&lang=TC,"['year', 'contribution Time', 'peopleCount']","['-', '-', '-']","['-', '-', '-']","['年份', '供款時間 (年)', '人數']","['年份', '供款时间(年)', '人数']","['', '', '']","['Ano', 'Tempo de contribuição (Ano )', 'N.º de contribuintes']",FALSE,,,,,,,,
The total length of road traffic,https://data.gov.mo/Detail?id=fe5dfdee-3e24-4144-881a-6c3aff5ed8ac,"Since 2000, the total length of road traffic statistics of the Macao Special Administrative Region",Completely open,city ​​environment,XLSX,Cartography and Cadastre Authority,(853) 2834 0040,mail@dscc.gov.mo,Quarterly,https://api.data.gov.mo/document/download/fe5dfdee-3e24-4144-881a-6c3aff5ed8ac?token=Fh4nkCV8MZfoAdyAisUS6IE5pv7WJeBa&isNeedFile=0&lang=TC,"['year', 'regionNameTC', 'regionNameSC', 'regionNamePT', 'regionNameEN', 'lengthOfRoadsForVehicles']","['string', 'string', 'string', 'string', 'string', 'number']","['10', '100', '100', '250', '250', '-']","['年份', '區域名稱(繁體中文)', '區域名稱(簡體中文)', '區域名稱(葡文)', '區域名稱(英文)', '行車道路總長度(km)']","['年份', '区域名称(繁体中文)', '区域名称(简体中文)', '区域名称(葡文)', '区域名称(英文)', '行车道路总长度(km)']","['Year', 'Region name(Traditional Chinese)', 'Region name(Simplified Chinese)', 'Region name(Portuguese)', 'Region name(English)', 'Length of roads for vehicles(km)']","['Ano', 'Nome das zonas (chinês tradicional)', 'Nome das zonas (chinês simplificado)', 'Nome das zonas (português)', 'Nome das zonas (inglês)', 'Comprimento rodoviário(km)']",FALSE,,,,,,,,
Overnight visitors,https://data.gov.mo/Detail?id=029427cc-7ae4-4981-bb00-f929aea4a8cf,"Including in tourist areas of residential units, casinos and other places to stay at least one night travelers, or scheduled passenger accommodation in the hotel / apartment.",Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/029427cc-7ae4-4981-bb00-f929aea4a8cf?token=RrDecC9QH1WwFPjt0v9MJpXC52E3HrAA&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '人次']","['年份', '人次']","['Year', 'Number']","['Ano', 'No']",FALSE,,,,,,,,
Banking full-time employees,https://data.gov.mo/Detail?id=31fa10f6-2e16-4c8c-b986-b64da7eee3ff,Normal working hours according to the provisions of the relevant place rank or position of the banking sector employees to work.,Completely open,Obtain employment,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,every half year,https://api.data.gov.mo/document/download/31fa10f6-2e16-4c8c-b986-b64da7eee3ff?token=utoQGv8a3NP3JCWNOjTjfLm9v0aK7GeV&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '人']","['年份', '人']","['Year', 'Number']","['Ano', 'No']",FALSE,,,,,,,,
Construction waste landfills Data,https://data.gov.mo/Detail?id=67147260-acd0-4954-aefd-9b8e755cb52e,Data on construction waste landfills,Completely open,city ​​environment,JSON,Environmental Protection Agency,+853 2872 5134,info@dspa.gov.mo,per month,https://api.data.gov.mo/document/download/67147260-acd0-4954-aefd-9b8e755cb52e?token=IZ9BjGmITUVkJG4f1LwRBoNfSTFc9CusT&isNeedFile=0&lang=TC,"['CollectionPeriod', 'MonthlyLanfillVolume']","['nvarchar', 'nvarchar']","['200', '200']","['收集時間', '每月堆埋總體積(m3)']","['收集时间', '每月堆埋总体积(m3)']","['Collection Period', 'Volume total mensal de resíduos depositados no aterro(m3)']","['Tempo de coleta', 'Volume total mensal de resíduos depositados no aterro(m3)']",TRUE,Construction waste landfills Data,POST,JSON,https://dspa.apigateway.data.gov.mo/T_Bas_Landfill_Approved,Construction waste landfills Data - construction waste landfills Data - Dadoes de aterro para resíduos de materiais de construção,Authorization,APPCODE 09d43a591fba407fb862412970667de4,Required parameter call api
Per capita GDP,https://data.gov.mo/Detail?id=89e1c669-18e3-4929-942f-94b691f55817,Measure the level of economic development and people's living standards.,Completely open,Entrepreneurship and Business,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Per year,https://api.data.gov.mo/document/download/89e1c669-18e3-4929-942f-94b691f55817?token=ZE8eNe2D3NZ5ppwEa2yb5lNsanUF7iwf&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '人均本地生產總值/澳門元']","['年份', '人均本地生产总值/澳门元']","['Year', 'Per-capita GDP/MOP']","['Ano', 'PIB per capita/MOP']",FALSE,,,,,,,,
Total import and export between China and Portuguese-speaking countries,https://data.gov.mo/Detail?id=b6ef0c44-2421-45b3-83c0-2e55c8c79a60,Total import and export between China and Portuguese-speaking countries,Completely open,Entrepreneurship and Business,XLSX,Permanent Secretariat Services Office China and Portuguese-speaking Countries Economic Cooperation Forum,(853)87913322,karen@gfce.gov.mo,Quarterly,https://api.data.gov.mo/document/download/b6ef0c44-2421-45b3-83c0-2e55c8c79a60?token=9e0bUKMjWm6SJee5oTZgqsA7lWfSHzOz&isNeedFile=0&lang=TC,"['Ano', 'Mês', 'País TC', 'País', 'Trocas Comerciais', 'Exportações da China', 'Importações da China']","['-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-']","['年', '月', '國家（中文）', '國家（葡文）', '進出口額（萬美元）', '出口額（萬美元）', '進口額（萬美元）']","['年', '月', '国家（中文）', '国家（葡文）', '进出口额（万美元）', '出口额（万美元）', '进口额（万美元）']","['Year', 'Month', 'Country (Chinese)', 'Country (Portuguese)', 'Trade Relations (ten-thousand USD)', 'Exports of China (ten-thousand USD)', 'Imports of China (ten-thousand USD)']","['Ano', 'Mês', 'País (Chinês)', 'País (Português)', 'Trocas Comerciais (dez mil USD)', 'Exportações da China (dez mil USD)', 'Importações da China (dez mil USD)']",FALSE,,,,,,,,
The average length of stay of guests,https://data.gov.mo/Detail?id=de1919ba-d035-4d57-8d7f-fd58fb67567f,The total length of stay of guests divided by the number of guests.,Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/de1919ba-d035-4d57-8d7f-fd58fb67567f?token=BEbPdGDyql9hd8ulUh2vQz4HrfbZl2Au&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '晚']","['年份', '晚']","['Year', 'Night']","['Ano', 'Noite']",FALSE,,,,,,,,
CPI - inflation,https://data.gov.mo/Detail?id=ec47d6b4-168d-4ba6-9dca-25cc192aa9c1,"Calculated by the CPI index, used to reflect the general price situation within a specified period of change.",Completely open,Entrepreneurship and Business,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/ec47d6b4-168d-4ba6-9dca-25cc192aa9c1?token=lpg4l3AiU1IPPiP41gQQExkO81LPHDteJ&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '通脹率/%']","['年份', '通胀率/%']","['Year', 'Inflation rate/%']","['Ano', 'Taxa de inflação/%']",FALSE,,,,,,,,
General Health Care Category (Health Center) divided by outpatient health centers,https://data.gov.mo/Detail?id=39671273-681c-4292-83a0-9729b5d44eb1,"General health care category (health center), press the center of the health division of outpatient visits",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/39671273-681c-4292-83a0-9729b5d44eb1?token=tdXDDelDdEC40d3c7R9ngHcgA2q4NPB6L&isNeedFile=0&lang=TC,"['year', 'healthCenterTC', 'healthCenterPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '衛生中心(中文)', '衛生中心(葡文)', '門診人次']","['年度', '卫生中心(中文)', '卫生中心(葡文)', '门诊人次']","['year', 'Centro de Saúde(chinese)', 'Centro de Saúde(português)', 'outpatient visits']","['year', 'Centro de Saúde(chinese)', 'Centro de Saúde(português)', 'outpatient visits']",FALSE,,,,,,,,
